,Fz_fullMeanFreq,Cz_fullMeanFreq,Pz_fullMeanFreq,Fz_fullMedian,Cz_fullMedian,Pz_fullMedian,Fz_fullPeakFreq,Cz_fullPeakFreq,Pz_fullPeakFreq,Fz_fullSpectralEdgeFreq,Cz_fullSpectralEdgeFreq,Pz_fullSpectralEdgeFreq,Fz_averagePowerFull,Cz_averagePowerFull,Pz_averagePowerFull,Fz_deltaMeanFreq,Cz_deltaMeanFreq,Pz_deltaMeanFreq,Fz_deltaMedian,Cz_deltaMedian,Pz_deltaMedian,Fz_deltaPeakFreq,Cz_deltaPeakFreq,Pz_deltaPeakFreq,Fz_deltaSpectralEdgeFreq,Cz_deltaSpectralEdgeFreq,Pz_deltaSpectralEdgeFreq,Fz_averagePowerDelta,Cz_averagePowerDelta,Pz_averagePowerDelta,Fz_thetaMeanFreq,Cz_thetaMeanFreq,Pz_thetaMeanFreq,Fz_thetaMedian,Cz_thetaMedian,Pz_thetaMedian,Fz_thetaPeakFreq,Cz_thetaPeakFreq,Pz_thetaPeakFreq,Fz_thetaSpectralEdgeFreq,Cz_thetaSpectralEdgeFreq,Pz_thetaSpectralEdgeFreq,Fz_averagePowerTheta,Cz_averagePowerTheta,Pz_averagePowerTheta,Fz_alphaMeanFreq,Cz_alphaMeanFreq,Pz_alphaMeanFreq,Fz_alphaMedian,Cz_alphaMedian,Pz_alphaMedian,Fz_alphaPeakFreq,Cz_alphaPeakFreq,Pz_alphaPeakFreq,Fz_alphaSpectralEdgeFreq,Cz_alphaSpectralEdgeFreq,Pz_alphaSpectralEdgeFreq,Fz_averagePowerAlpha,Cz_averagePowerAlpha,Pz_averagePowerAlpha,Fz_betaMeanFreq,Cz_betaMeanFreq,Pz_betaMeanFreq,Fz_betaMedian,Cz_betaMedian,Pz_betaMedian,Fz_betaPeakFreq,Cz_betaPeakFreq,Pz_betaPeakFreq,Fz_betaSpectralEdgeFreq,Cz_betaSpectralEdgeFreq,Pz_betaSpectralEdgeFreq,Fz_averagePowerBeta,Cz_averagePowerBeta,Pz_averagePowerBeta,Fz_gammaMeanFreq,Cz_gammaMeanFreq,Pz_gammaMeanFreq,Fz_gammaMedian,Cz_gammaMedian,Pz_gammaMedian,Fz_gammaPeakFreq,Cz_gammaPeakFreq,Pz_gammaPeakFreq,Fz_gammaSpectralEdgeFreq,Cz_gammaSpectralEdgeFreq,Pz_gammaSpectralEdgeFreq,Fz_averagePowerGamma,Cz_averagePowerGamma,Pz_averagePowerGamma,Fz_rmsFull,Cz_rmsFull,Pz_rmsFull,Fz_rmsDelta,Cz_rmsDelta,Pz_rmsDelta,Fz_rmsTheta,Cz_rmsTheta,Pz_rmsTheta,Fz_rmsAlpha,Cz_rmsAlpha,Pz_rmsAlpha,Fz_rmsBeta,Cz_rmsBeta,Pz_rmsBeta,Fz_rmsGamma,Cz_rmsGamma,Pz_rmsGamma,Fz_sdFull,Cz_sdFull,Pz_sdFull,Fz_sdDelta,Cz_sdDelta,Pz_sdDelta,Fz_sdTheta,Cz_sdTheta,Pz_sdTheta,Fz_sdAlpha,Cz_sdAlpha,Pz_sdAlpha,Fz_sdBeta,Cz_sdBeta,Pz_sdBeta,Fz_sdGamma,Cz_sdGamma,Pz_sdGamma,Class
0,6.763426211977588,6.763426211977614,6.763426211977597,4.5,4.5,4.5,2.0,2.0,2.0,16.3,16.3,16.3,2.0561810651680302e-10,6.060417429718303e-10,7.588205090460385e-10,2.169135899845229,2.1691358998452346,2.1691358998452333,1.9000000000000001,1.9000000000000001,1.9000000000000001,2.0,2.0,2.0,3.7,3.7,3.7,8.374085975911518e-11,2.4681900570962656e-10,3.09040302465638e-10,5.299314229192964,5.299314229192967,5.299314229192966,4.800000000000001,4.800000000000001,4.800000000000001,4.6000000000000005,4.6000000000000005,4.6000000000000005,7.4,7.4,7.4,6.603234004938313e-11,1.9462466187415573e-10,2.4368813981700273e-10,9.825446534355422,9.825446534355423,9.825446534355423,9.600000000000001,9.600000000000001,9.600000000000001,9.200000000000001,9.200000000000001,9.200000000000001,11.5,11.5,11.5,2.952145803571112e-11,8.701196692310823e-11,1.089470581843383e-10,20.317661729668803,20.317661729668806,20.31766172966881,19.3,19.3,19.3,18.3,18.3,18.3,27.8,27.8,27.8,2.3781097662162837e-11,7.009274679699861e-11,8.776262431052644e-11,34.500572910355,34.500572910355,34.50057291035499,33.0,33.0,33.0,30.1,30.1,30.1,40.300000000000004,40.300000000000004,40.300000000000004,2.504615420094901e-12,7.38213925019489e-12,9.24312347894159e-12,1.3762459464848451e-05,2.3627438659750514e-05,2.6438383943976333e-05,8.505151074801277e-06,1.460167318385569e-05,1.6338827387027318e-05,7.327660933358889e-06,1.2580153980805445e-05,1.407680899349712e-05,5.002507978559143e-06,8.588323236134634e-06,9.610072019304441e-06,4.4013743364086265e-06,7.556294891745971e-06,8.455263747323011e-06,1.393339768182272e-06,2.3920905989952886e-06,2.6766764944669394e-06,1.3762459454352678e-05,2.3627438641731325e-05,2.64383839238134e-05,8.505151059060428e-06,1.4601673156831734e-05,1.6338827356788367e-05,7.327660933352977e-06,1.2580153980795304e-05,1.4076808993485739e-05,5.002507978559105e-06,8.588323236134574e-06,9.610072019304375e-06,4.401374336408626e-06,7.556294891745949e-06,8.455263747322986e-06,1.393339768182272e-06,2.39209059899529e-06,2.676676494466944e-06,1.0
1,7.228184383768403,9.402070798396279,8.606471719986109,4.0,8.700000000000001,6.5,1.4000000000000001,1.3,1.4000000000000001,19.900000000000002,22.5,21.900000000000002,5.315953267079187e-10,4.0846945922887515e-10,1.121538362260009e-10,1.9204681943338866,1.7985358794151323,1.8300574283318196,1.6,1.5,1.5,1.4000000000000001,1.3,1.4000000000000001,3.6,3.4000000000000004,3.5,2.6492419422900276e-10,1.4161680598355451e-10,4.4815189664348514e-11,5.72390614174412,5.857187775958446,5.81723027217846,5.6000000000000005,6.0,5.9,4.0,6.5,4.0,7.4,7.2,7.300000000000001,9.85754395351029e-11,5.2297017960078345e-11,1.639784500378438e-11,10.418303952614147,10.620000278782314,10.552341734992625,10.5,10.9,10.700000000000001,10.600000000000001,11.100000000000001,11.100000000000001,11.700000000000001,11.600000000000001,11.600000000000001,9.341407492199264e-11,1.4068294301878835e-10,3.2451495249503114e-11,22.248580863989652,21.72760054061659,21.942976099331183,22.8,22.1,22.3,27.400000000000002,22.700000000000003,27.400000000000002,28.700000000000003,28.3,28.5,6.382917758744672e-11,6.070555604435094e-11,1.5508002869238608e-11,35.068797190394775,35.748652477293504,35.56802473782851,34.300000000000004,35.2,35.1,30.0,30.1,30.1,40.400000000000006,41.1,41.1,1.0720460732623857e-11,1.2996001648599395e-11,2.9463246628008815e-12,2.2162743082611e-05,1.9421488139295453e-05,1.0178508136373356e-05,1.5094464266978862e-05,1.115450026028911e-05,6.256063131056408e-06,8.973741905275248e-06,6.66427375950841e-06,3.7095864097412285e-06,9.060245437140926e-06,1.1177166034711916e-05,5.363529027010005e-06,7.14814577725217e-06,7.090819480116198e-06,3.5617599309859888e-06,2.9605070419528666e-06,3.2944181868400854e-06,1.561131019235503e-06,2.216274307914444e-05,1.942148813519949e-05,1.0178508134225113e-05,1.5094464261820873e-05,1.1154500253248306e-05,6.2560631275822546e-06,8.973741905275174e-06,6.664273759507057e-06,3.70958640974093e-06,9.060245437140599e-06,1.1177166034711853e-05,5.363529027009952e-06,7.148145777252173e-06,7.090819480116181e-06,3.561759930985984e-06,2.960507041952863e-06,3.2944181868400825e-06,1.5611310192355033e-06,1.0
2,5.485601069971892,8.158004399408469,9.268150291426624,2.7,7.6000000000000005,8.3,1.5,1.4000000000000001,1.4000000000000001,12.5,17.0,17.5,5.508815394474961e-10,3.873395766516309e-10,2.8867975062142533e-10,1.7297754407264163,1.7910628684548098,1.901674245776891,1.6,1.6,1.6,1.5,1.4000000000000001,1.4000000000000001,2.7,2.9000000000000004,3.4000000000000004,3.0852919182224955e-10,1.2758972698135607e-10,6.870620785882157e-11,6.5950795229271195,6.737353625170491,6.7221993366624,7.0,7.0,6.9,7.4,7.800000000000001,7.800000000000001,7.800000000000001,7.9,7.9,1.2582517827470354e-10,8.760303498167465e-11,6.433569634614766e-11,9.651705374371675,9.621121979626595,9.668044785407256,9.1,9.1,9.1,8.0,8.9,8.9,12.0,12.0,12.100000000000001,6.355525747706166e-11,9.891031636027377e-11,8.857600876944036e-11,18.627793577685782,17.97120380028328,17.780491333554718,17.400000000000002,17.0,17.0,15.0,17.2,17.3,26.0,25.0,24.200000000000003,4.91887085462122e-11,6.893196016454122e-11,6.342366699648363e-11,34.99829722380885,35.13688618925815,35.20825985471734,34.2,34.300000000000004,34.300000000000004,31.3,31.3,31.3,40.0,40.1,40.1,3.673429832718222e-12,4.30824839925645e-12,3.662528663114168e-12,2.2495542183774118e-05,1.888867440210859e-05,1.6312099509593615e-05,1.6727085223903744e-05,1.0679702227586998e-05,7.768294510973513e-06,9.926528928812676e-06,8.157309049696223e-06,6.967312666922322e-06,7.205085108179996e-06,8.984662353541774e-06,8.493279161618945e-06,6.443526190433597e-06,7.4844957846406975e-06,7.151281111771989e-06,1.712566089045966e-06,1.876726316221611e-06,1.7366735483622324e-06,2.249554216479166e-05,1.8888674399287984e-05,1.63120995093957e-05,1.6727085169410357e-05,1.0679702210220393e-05,7.768294506141637e-06,9.926528928798158e-06,8.157309049694522e-06,6.967312666922295e-06,7.205085108179978e-06,8.984662353541749e-06,8.49327916161894e-06,6.4435261904336e-06,7.484495784640699e-06,7.151281111771996e-06,1.7125660890459653e-06,1.8767263162216134e-06,1.7366735483622307e-06,1.0
3,8.846307016054878,8.927918961338767,9.64041753923142,7.300000000000001,7.800000000000001,9.5,1.5,1.5,1.5,20.1,19.1,18.3,1.6550819064250316e-10,2.947325146678821e-10,2.351021553393417e-10,2.162742033397228,2.2203504653684054,2.2853347859109268,2.1,2.2,2.0,1.5,1.5,1.5,3.3000000000000003,3.4000000000000004,3.7,6.047730415377986e-11,1.000125028622419e-10,6.285305057125934e-11,6.039414494330472,6.084602293422767,6.094925833774718,6.0,6.1000000000000005,6.2,7.7,7.7,7.800000000000001,7.7,7.7,7.800000000000001,2.7485541308339775e-11,4.9558960850755236e-11,3.3343562028954164e-11,10.402519062362629,10.393492375487556,10.409389417764409,10.4,10.4,10.3,11.3,11.3,10.200000000000001,11.8,11.8,12.0,4.79329374036386e-11,9.341998015255304e-11,9.211269225057872e-11,20.18594969764154,19.874151318804245,18.802351734669486,19.5,19.1,17.5,17.1,17.1,17.0,25.900000000000002,25.5,24.400000000000002,2.4808522483633675e-11,4.444359485775141e-11,4.1676635726061584e-11,34.91953851536405,34.768527260241335,34.66488438605398,34.0,33.800000000000004,34.1,32.5,32.5,34.2,40.6,40.400000000000006,39.800000000000004,4.8185761839276485e-12,7.299451118027262e-12,5.1204489173006875e-12,1.2353922070825343e-05,1.6486911254858715e-05,1.4736201537881167e-05,7.2956467540649e-06,9.339017084954751e-06,7.254704261176055e-06,4.7288536729152846e-06,6.326834447255043e-06,5.147695285618321e-06,6.487687911405639e-06,9.045444104279571e-06,8.921359412032442e-06,4.6316880549690685e-06,6.204224977141304e-06,6.015218352783029e-06,1.9999398225743234e-06,2.4522971912942994e-06,2.056980891467929e-06,1.2353922070738343e-05,1.6486911254614292e-05,1.4736201527067087e-05,7.295646753985412e-06,9.339017084364286e-06,7.2547042387489945e-06,4.728853672915237e-06,6.326834447254806e-06,5.147695285616866e-06,6.487687911405356e-06,9.045444104279136e-06,8.921359412032037e-06,4.631688054969056e-06,6.204224977141292e-06,6.0152183527830185e-06,1.999939822574322e-06,2.452297191294298e-06,2.0569808914679275e-06,1.0
4,11.269152018805839,11.395470621221628,11.871627335377708,6.6000000000000005,6.7,8.700000000000001,1.6,1.6,1.5,27.900000000000002,28.0,27.5,6.860204590341204e-11,7.368045682317286e-11,8.623227130622723e-11,2.19930491675429,2.195916633417064,2.2392507414999496,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.6,1.6,1.5,3.7,3.7,3.8000000000000003,2.3952175171101454e-11,2.5559160123692708e-11,2.5947411726465007e-11,5.592010024291826,5.617415052684806,5.438937803531777,5.1000000000000005,5.1000000000000005,4.9,4.7,4.7,4.6000000000000005,7.6000000000000005,7.6000000000000005,7.300000000000001,1.4030733197142345e-11,1.5078533638506755e-11,1.569857130706575e-11,9.983248433434033,9.973332476238346,10.027195607499344,9.8,9.8,9.700000000000001,8.8,8.200000000000001,9.200000000000001,12.3,12.3,12.100000000000001,7.250642245556328e-12,7.558066864349627e-12,1.2189188972520062e-11,21.810908254329878,21.867236470564116,21.261048710411956,21.400000000000002,21.700000000000003,20.8,28.5,28.5,21.0,28.200000000000003,28.200000000000003,28.1,1.8890978172317346e-11,2.0512187994092517e-11,2.746357457687705e-11,35.59813365644108,35.573439372766885,35.61129360976619,35.0,35.0,35.1,35.0,35.0,35.0,41.7,41.6,41.7,4.421617231537126e-12,4.911120068224978e-12,4.887853841833928e-12,7.972449431150896e-06,8.262551317070016e-06,8.937471421253696e-06,4.4910840537363915e-06,4.644380407050327e-06,4.637034153113669e-06,3.3612565137362364e-06,3.4802453549988557e-06,3.5972187358848537e-06,2.4605724205004687e-06,2.5028356173457854e-06,3.253444533113857e-06,3.95125321177397e-06,4.117230873117515e-06,4.789352975754109e-06,1.9088238949406457e-06,2.014374176948568e-06,1.9886232938578072e-06,7.972449420988123e-06,8.26255130508575e-06,8.937471419849737e-06,4.491084036148618e-06,4.644380386221822e-06,4.637034150598314e-06,3.3612565137169423e-06,3.480245354977428e-06,3.5972187358769556e-06,2.4605724205002933e-06,2.5028356173455906e-06,3.2534445331137973e-06,3.951253211773971e-06,4.11723087311751e-06,4.789352975754108e-06,1.9088238949406452e-06,2.014374176948566e-06,1.9886232938578064e-06,1.0
5,8.771002642646629,6.948596049780502,6.726747896825393,9.200000000000001,5.800000000000001,6.9,9.700000000000001,1.3,1.4000000000000001,16.6,14.4,11.100000000000001,1.0632314379466383e-09,2.5540062299713307e-09,2.575335894667678e-09,1.899964040683676,1.7614845226507945,1.7495768415825128,1.8,1.7000000000000002,1.6,1.8,1.3,1.4000000000000001,2.8000000000000003,2.6,2.7,2.7219320495690314e-10,1.0983659626233295e-09,1.0935193187112884e-09,5.825676967259117,5.920632606815882,6.297351343069166,5.6000000000000005,5.800000000000001,6.5,8.0,8.0,7.4,7.800000000000001,7.7,7.7,1.5419583967651897e-10,3.632304331085127e-10,3.1759427242987607e-10,10.129965109483809,9.66250283325327,9.443792797027047,10.0,9.4,9.3,9.700000000000001,8.9,8.9,11.700000000000001,11.4,10.600000000000001,4.929903604484902e-10,8.120589863011634e-10,9.581177448301012e-10,18.61490535951844,19.220358795991533,19.740044574174608,18.400000000000002,18.8,19.1,13.0,19.0,19.0,24.0,25.0,25.700000000000003,1.289698195172336e-10,2.4724532299614417e-10,1.8372945054382876e-10,34.60434029051836,34.216817856659766,34.08235540640915,33.800000000000004,33.0,32.800000000000004,30.900000000000002,32.4,30.400000000000002,39.800000000000004,39.400000000000006,39.0,1.4939999607491654e-11,3.036068721741085e-11,2.1259366814280222e-11,3.136316704888743e-05,4.873007604488219e-05,4.891463029975839e-05,1.5744860038150828e-05,3.19174747096259e-05,3.1874588466240174e-05,1.132944691465485e-05,1.7568441362480508e-05,1.6204015550942115e-05,2.0601421869199654e-05,2.639810784735861e-05,2.9036793305254103e-05,1.0519869662019722e-05,1.4713522998921168e-05,1.2629188531044506e-05,3.4290221722896637e-06,4.836862511830999e-06,3.968660184564324e-06,3.136316622733295e-05,4.87300760149249e-05,4.891462960513876e-05,1.5744859082171503e-05,3.191747460240567e-05,3.1874588186269974e-05,1.1329446914654484e-05,1.7568441362468022e-05,1.6204015550916447e-05,2.0601421869199406e-05,2.6398107847358574e-05,2.9036793305253958e-05,1.051986966201972e-05,1.4713522998921151e-05,1.262918853104445e-05,3.4290221722896625e-06,4.8368625118310014e-06,3.968660184564323e-06,0.0
6,7.766312504779212,9.085943815425367,11.482891673724492,4.6000000000000005,7.0,9.5,1.4000000000000001,1.4000000000000001,7.6000000000000005,20.8,21.6,22.0,4.995635669943533e-10,4.2989059899374976e-10,4.611703125722005e-10,1.9557267616614133,2.043290552294918,2.4732008299755432,1.8,1.8,2.6,1.4000000000000001,1.4000000000000001,3.5,3.2,3.5,3.8000000000000003,2.352379724533031e-10,1.604897039455834e-10,8.867049942433503e-11,6.367123312924165,6.445015384289832,6.324425849494722,6.800000000000001,7.0,6.800000000000001,7.5,7.6000000000000005,7.6000000000000005,7.7,7.800000000000001,7.9,1.2747170932970967e-10,1.1007127417861604e-10,1.021138267895109e-10,10.144006971948334,10.171220339176141,10.292546772177634,9.9,9.9,10.3,8.0,8.0,8.1,12.5,12.600000000000001,12.5,4.486911526188408e-11,5.6031802349510704e-11,1.0722130833564983e-10,20.069734128995524,19.287607362067675,18.536617508645126,19.400000000000002,18.0,17.3,16.400000000000002,16.3,16.3,27.6,26.3,23.5,7.095775149403911e-11,8.32406138084271e-11,1.4374656084306633e-10,34.298160838760595,34.080918895742336,33.86183587627505,33.0,33.0,33.1,32.5,32.9,32.9,39.1,38.5,38.400000000000006,2.130478371417052e-11,2.0386315986583618e-11,1.9569707843793998e-11,2.142603042063746e-05,1.9891524577540406e-05,2.0642057726232387e-05,1.4425426070744516e-05,1.176275538033155e-05,8.387809545471128e-06,1.0080391853744448e-05,9.120236499019445e-06,8.727254338617746e-06,5.828558188487788e-06,6.353799918029907e-06,9.020480467045297e-06,7.776261018452528e-06,8.547651546875649e-06,1.1383878960494641e-05,4.179136597795778e-06,4.073395677272194e-06,3.958240352158666e-06,2.1426030248983973e-05,1.9891524486544547e-05,2.0642057726134823e-05,1.4425425818870228e-05,1.1762755225755741e-05,8.387809544833834e-06,1.0080391853698817e-05,9.120236498930402e-06,8.727254338479378e-06,5.828558188487749e-06,6.353799918029882e-06,9.020480467045293e-06,7.77626101845253e-06,8.547651546875654e-06,1.1383878960494638e-05,4.179136597795774e-06,4.073395677272189e-06,3.9582403521586665e-06,1.0
7,9.173642511616409,8.857597410964177,8.405967330922955,9.200000000000001,8.9,7.9,9.700000000000001,9.700000000000001,9.9,16.7,16.6,14.3,1.1920956782588064e-09,2.2521948548878567e-09,1.8326898602812158e-09,1.8401033980568677,2.0826161741727383,2.384158353637969,1.6,1.8,2.4000000000000004,1.6,1.5,3.5,2.9000000000000004,3.5,3.6,2.4159469156136146e-10,4.82017020552995e-10,3.361578367875699e-10,6.299423202487933,6.274631859574364,6.174493764209174,6.4,6.4,6.2,8.0,6.5,5.9,7.800000000000001,7.6000000000000005,7.6000000000000005,2.2472955751281843e-10,4.799705163735497e-10,6.027197294711649e-10,9.856153806519005,9.805447077135437,9.686056646266305,9.8,9.700000000000001,9.8,9.700000000000001,9.700000000000001,9.9,11.100000000000001,11.200000000000001,11.0,5.139115890858548e-10,9.611805536743747e-10,6.698844430243511e-10,17.79574971705509,18.36217706095843,18.191678725247616,16.900000000000002,17.5,17.5,15.200000000000001,14.8,13.5,22.900000000000002,23.6,23.3,1.982902528225553e-10,2.983092168171039e-10,2.0556853177892352e-10,34.38468027074407,34.333373086592175,34.32016440698357,33.7,33.7,33.6,30.200000000000003,30.900000000000002,30.900000000000002,39.5,39.5,38.900000000000006,1.4261351898982718e-11,2.989930543688679e-11,1.9422196316686847e-11,3.313370823177937e-05,4.5543514071521694e-05,4.1098866101126424e-05,1.4839666063927106e-05,2.0467881426130508e-05,1.6690001118147368e-05,1.3697628968742e-05,2.0262763211481525e-05,2.2767027558480513e-05,2.1146456718146016e-05,2.9107714870342715e-05,2.3975702177967494e-05,1.3041573802022408e-05,1.5992427527692294e-05,1.3004628835588869e-05,3.2975338152583973e-06,4.790759864887337e-06,3.858739840959816e-06,3.313370816569941e-05,4.554351400950601e-05,4.109886609712676e-05,1.4839665915758106e-05,2.0467881287159042e-05,1.669000110807162e-05,1.3697628968718784e-05,2.0262763211440224e-05,2.276702755846528e-05,2.114645671814596e-05,2.9107714870342722e-05,2.3975702177967494e-05,1.3041573802022413e-05,1.5992427527692283e-05,1.3004628835588845e-05,3.297533815258394e-06,4.790759864887333e-06,3.858739840959815e-06,0.0
8,14.548150610926452,17.1414334327273,15.189714493014007,10.8,17.3,12.200000000000001,8.9,8.8,5.300000000000001,28.5,30.400000000000002,29.6,1.7080016440637787e-10,2.1582652104096565e-10,1.1250938768107071e-10,2.474195397717779,2.520974843411383,2.3450249051888776,2.4000000000000004,2.5,2.2,2.3000000000000003,3.4000000000000004,2.1,3.6,3.7,3.6,2.611213994598661e-11,2.7481103926779658e-11,1.686754694721594e-11,6.149161036030719,6.074902212753686,5.995652517135186,6.1000000000000005,5.800000000000001,5.800000000000001,8.0,5.1000000000000005,5.300000000000001,7.800000000000001,7.7,7.7,1.8672831937940198e-11,2.494735923646149e-11,1.9193240850394758e-11,9.905738556664609,10.159768079397852,10.239857919041478,9.8,10.0,10.200000000000001,8.9,8.8,10.0,11.600000000000001,12.3,12.100000000000001,5.305430842042563e-11,3.8403521214143355e-11,2.221489239472686e-11,21.754849369790076,22.032989829332543,21.982193375119603,21.8,22.1,22.3,20.900000000000002,20.900000000000002,24.200000000000003,26.900000000000002,28.0,28.3,5.969979130727227e-11,1.0120663586524997e-10,4.43787711879459e-11,35.766086307328244,35.9530270689656,35.75708856533091,36.0,36.300000000000004,35.4,30.5,30.0,30.0,40.7,41.400000000000006,41.400000000000006,1.3501372416194557e-11,2.3894672842871104e-11,9.806762774148446e-12,1.2581575666846612e-05,1.4143618655993804e-05,1.0208529955545754e-05,4.7029447240690615e-06,4.700735308041773e-06,3.7795255892040866e-06,3.8651210754124965e-06,4.520469120424689e-06,3.994489651460743e-06,6.78606839735174e-06,5.6578308684354385e-06,4.347218887851033e-06,7.201336126147146e-06,9.24281298597637e-06,6.086457212557995e-06,3.321308590603413e-06,4.446289399596549e-06,2.850275131927177e-06,1.2581575666654277e-05,1.4143618653800008e-05,1.0208529953118496e-05,4.702944724058446e-06,4.700735305134644e-06,3.7795255842263615e-06,3.8651210754118714e-06,4.5204691204227516e-06,3.994489651459695e-06,6.786068397350259e-06,5.657830868434497e-06,4.347218887851038e-06,7.201336126147109e-06,9.242812985976358e-06,6.086457212557995e-06,3.321308590603413e-06,4.44628939959655e-06,2.8502751319271785e-06,0.0
9,8.121749222906338,8.813446356131104,8.962271641993613,6.1000000000000005,6.300000000000001,6.4,1.8,1.8,1.8,18.7,22.0,22.400000000000002,7.648740300035895e-11,5.2027488828124385e-11,3.0329413603714846e-11,1.9527528021902234,2.027561798839353,1.9206080379372215,1.8,1.9000000000000001,1.8,1.8,1.8,1.8,2.9000000000000004,3.2,2.7,2.610393789898499e-11,1.5914039219486122e-11,1.0245179029611238e-11,6.192484996569492,6.136247104798237,6.188464790534184,6.300000000000001,6.1000000000000005,6.300000000000001,7.2,5.300000000000001,7.2,7.6000000000000005,7.6000000000000005,7.5,2.6431573782518223e-11,1.869728811349871e-11,9.239875209570456e-12,10.095752104771494,10.125707239090055,10.159644721938166,10.3,10.3,10.4,10.600000000000001,10.8,10.8,11.200000000000001,11.3,11.3,1.1179032027746133e-11,7.230778793770261e-12,4.7549537190774294e-12,20.08055907744152,20.581528147197595,20.39233238680025,18.7,19.200000000000003,19.900000000000002,15.8,15.9,15.8,28.1,28.700000000000003,28.1,1.0426156667070209e-11,8.274536603220125e-12,4.6504858975183515e-12,35.48749874320054,35.57373436583993,35.51437265981818,34.4,34.300000000000004,34.7,32.6,32.7,32.6,40.800000000000004,41.1,40.800000000000004,2.3806834907991314e-12,1.912430444621215e-12,1.463314492849384e-12,8.408480467207718e-06,6.940154820976937e-06,5.294972048680159e-06,4.8433734898149405e-06,3.770624159402929e-06,3.0371597576711287e-06,4.717499777992168e-06,3.96408408506409e-06,2.7966728600120855e-06,3.135931897216689e-06,2.5048121280798944e-06,2.0524330478803118e-06,2.939822912645549e-06,2.5658689567697093e-06,1.963250544018584e-06,1.4235664992893555e-06,1.2882314905926828e-06,1.1098046583064194e-06,8.408480466887045e-06,6.940154820972834e-06,5.294972048055077e-06,4.843373489312064e-06,3.770624159402084e-06,3.0371597565940823e-06,4.717499777991184e-06,3.9640840850621575e-06,2.7966728600120186e-06,3.135931897216626e-06,2.5048121280798685e-06,2.052433047880268e-06,2.939822912645549e-06,2.565868956769711e-06,1.9632505440185852e-06,1.4235664992893544e-06,1.2882314905926832e-06,1.109804658306419e-06,0.0
